ID	term	parent	description	synonyms	related terms	wiki	other ontology terms	Ensembl documentation
ENSGLOSSARY:0000354	Peak	Epigenome evidence	"Locus identified from epigenome signal as being having high signal, shown as a BigBed across the genome."					http://www.ensembl.org/info/genome/funcgen/peak_calling.html
ENSGLOSSARY:0000355	Transcription factor binding motif	Regulatory features	Short genomic sequence that is known to bind to a particular transcription factor.	"Position weight matrix, Position weight matrices, TFBM, Motif, PWM"		https://en.wikipedia.org/wiki/DNA_binding_site		
ENSGLOSSARY:0000356	Epigenome	Regulatory activity	"A cell type, such as a primary tissue or lab cell line, for which we have epigenome evidence and can predict regulatory features."	"Cell line, cell type, tissue"				http://www.ensembl.org/info/genome/funcgen/regulation_sources.html
ENSGLOSSARY:0000357	Marker	Genome annotation	A short sequence whose placement on the genome is known.					
ENSGLOSSARY:0000358	UniSTS	Marker	"UniSTS is a NCBI resource for non-redundant Sequence Tagged Sites (STS) markers. For each marker, UniSTS displays the primer sequences, product size, and mapping information, as well as cross references to dbSNP, RHdb, GDB, MGD, etc. The marker report also lists GenBank and RefSeq records that contain the primer sequences determined by ePCR."					
ENSGLOSSARY:0000359	External reference	Genome annotation	"Mapping between Ensembl genes, transcripts and proteins to the same features in other databases."	"xref, general identifiers"				http://www.ensembl.org/info/genome/genebuild/xrefs.html
ENSGLOSSARY:0000360	CADD	Algorithm	A tool that integrates multiple annotations into one metric for scoring the deleteriousness of single nucleotide variants.					http://www.ensembl.org/info/genome/variation/prediction/protein_function.html
ENSGLOSSARY:0000361	REVEL	Algorithm	A tool for predicting the pathogenicity of single nucleotide variants using an ensemble method.					http://www.ensembl.org/info/genome/variation/prediction/protein_function.html
ENSGLOSSARY:0000362	MutationAssessor	Algorithm	A tool for assessing the functional impact of single nucleotide variants based on evolutionary conservation of the affected amino acid in protein homologues.					http://www.ensembl.org/info/genome/variation/prediction/protein_function.html
ENSGLOSSARY:0000363	MetaLR	Algorithm	A tool for predicting the pathogenicity of single nucleotide variants using a logistic regression based ensemble method.					http://www.ensembl.org/info/genome/variation/prediction/protein_function.html
ENSGLOSSARY:0000364	MANE	Transcript	"The Matched Annotation from NCBI and EMBL-EBI is a collaboration between Ensembl/GENCODE and RefSeq to identify transcripts that match GRCh38 and are 100% identical between RefSeq and Ensembl/GENCODE for 5' UTR, CDS, splicing and 3'UTR."	"MAIN, Matched Annotation from NCBI and EMBL-EBI, Matched Annotation between NCBI and EBI, Matched Annotation from NCBI and Ensembl"				http://www.ensembl.org/info/genome/genebuild/transcript_quality_tags.html
ENSGLOSSARY:0000365	MANE Select	MANE	"The Matched Annotation from NCBI and EMBL-EBI is a collaboration between Ensembl/GENCODE and RefSeq. The MANE Select is a default transcript per human gene that is representative of biology, well-supported, expressed and highly-conserved. This transcript set matches GRCh38 and is 100% identical between RefSeq and Ensembl/GENCODE for 5' UTR, CDS, splicing and 3'UTR."	"MAIN Select, Matched Annotation from NCBI and EMBL-EBI Select, Matched Annotation from NCBI and EBI Select, Matched Annotation from NCBI and Ensembl Select"				http://www.ensembl.org/info/genome/genebuild/transcript_quality_tags.html
ENSGLOSSARY:0000366	MANE Select v0.5	MANE Select	"The preliminary release (phase 1) of the MANE Select data set. The MANE Select is a default transcript per human gene that is representative of biology, well-supported, expressed and highly-conserved. This transcript set matches GRCh38 and is 100% identical between RefSeq and Ensembl/GENCODE for 5' UTR, CDS, splicing and 3'UTR."	"MAIN Select v0.5, Matched Annotation between NCBI and EMBL-EBI Select v0.5, Matched Annotation from NCBI and EBI Select v0.5, Matched Annotation from NCBI and Ensembl Select v0.5"				http://www.ensembl.org/info/genome/genebuild/transcript_quality_tags.html
ENSGLOSSARY:0000367	TAGENE	Transcript	Long-read sequence data is computationally processed into non-redundant transcript models which are manually appraised by the Ensembl-Havana annotation team.	tagine				http://www.ensembl.org/info/genome/genebuild/transcript_quality_tags.html
ENSGLOSSARY:0000368	Stop codon readthrough	Biotype	"The coding sequence contains a stop codon that is translated (as supported by experimental evidence), and termination occurs instead at a canonical stop codon further downstream. It is currently unknown which codon is used to replace the translated stop codon, hence it is represented by 'X' in the protein sequence"			https://en.wikipedia.org/wiki/Stop_codon#Translational_readthrough		http://www.ensembl.org/info/genome/genebuild/biotypes.html
ENSGLOSSARY:0000369	Forward strand	Genome annotation	"DNA strand arbitrary defined as the strand with its 5' end at the tip of the short chromosome arm (p). If a gene is forward-stranded, its sense (sequence matching cDNA) is on the forward strand. Forward strand is reverse complementary to the reverse strand."	"Plus strand, + strand, 1 strand, positive strand"	Reverse strand		SO:0001030	http://www.ensembl.org/Help/Faq?id=367
ENSGLOSSARY:0000370	Reverse strand	Genome annotation	"DNA strand arbitrary defined as the strand with its 5' end at the tip of the long chromosome arm (q). If a gene is reverse-stranded, its sense (sequence matching cDNA) is on the reverse strand. Reverse strand is reverse complementary to the forward strand."	"Minus strand, - strand, -1 strand, negative strand"	Forward strand		SO:0001031	http://www.ensembl.org/Help/Faq?id=367
ENSGLOSSARY:0000371 Nonsense Mediated Decay Biotype A transcript with a premature stop codon considered likely to be subjected to targeted degradation. Nonsense-Mediated Decay is predicted to be triggered where the in-frame termination codon is found more than 50bp upstream of the final splice junction.  "NMD, Nonsense Mediated Decay"    https://en.wikipedia.org/wiki/Nonsense-mediated_decay
